Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE
chembridge-fragment-library-part1-exp-2024-06,5456,1,O=C(OC(C)(C)C)N1CCO[C@@H]2CNC[C@@H]21,6TBE_P,228.3,16,0.6,50.8,1.8,3,-2.461,-4.55,-4.891,-0.284,5.08E+01,4,1,-9.63E-01,ExpressPick,2.28E+02
chembridge-fragment-library-part1-exp-2024-06,18962,1,O=C(NC1CC1)c2ccccc2OCC,6TBE_P,205.3,15,2,38.3,2.8,4,-2.46,-4.185,-4.901,-0.279,3.83E+01,2,1,-2.30E+00,ExpressPick,2.05E+02
chembridge-fragment-library-part2-cl-2024-06,5010,1,O=C1C[C@H](CN1C2CC2)Cn3ccnc3C(C)C,6TBE_P,247.3,18,2,38.1,3.3,4,-2.46,-5.191,-5.592,-0.288,3.81E+01,2,0,-1.45E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,2172,1,CC(C[C@@H]1CNCC1)C,6TBE_P,127.2,9,1.6,12,2.5,2,-2.459,-4.702,-4.937,-0.522,1.20E+01,1,1,-1.13E+00,ExpressPick,1.27E+02
chembridge-fragment-library-part1-exp-2024-06,4436,1,Nc1c(nn(c1C)CCC)C,6TBE_P,153.2,11,1.5,43.8,2,2,-2.459,-3.959,-4.523,-0.36,4.38E+01,1,1,-1.15E+00,ExpressPick,1.53E+02
chembridge-fragment-library-part1-exp-2024-06,4450,1,O=C(N1CCNCC1)c2ccc[nH]2,6TBE_P,179.2,13,0.1,48.1,1.5,2,-2.459,-3.964,-4.795,-0.305,4.81E+01,2,2,-1.62E+00,ExpressPick,1.79E+02
chembridge-fragment-library-part1-exp-2024-06,11516,1,C[C@H](N[C@H]1C[C@@H]2CC[C@H]1C2)COC,6TBE_P,183.3,13,1.8,21.3,4.8,4,-2.459,-5.268,-5.587,-0.405,2.13E+01,2,1,-9.99E-01,ExpressPick,1.83E+02
chembridge-fragment-library-part1-exp-2024-06,25090,1,CCCCNCc1ccncc1,6TBE_P,164.2,12,2,24.9,5,5,-2.459,-4.433,-5.132,-0.369,2.49E+01,2,1,6.58E-01,ExpressPick,1.64E+02
chembridge-fragment-library-part1-exp-2024-06,12034,1,CCOc1c(OC)ccc(c1)CNC,6TBE_P,195.3,14,1.8,30.5,4,5,-2.458,-4.909,-5.515,-0.351,3.05E+01,3,1,-1.06E+00,ExpressPick,1.95E+02
chembridge-fragment-library-part1-exp-2024-06,18998,1,Fc1c(F)c(F)c(F)c(C(=O)NC(C)(C)C)c1F,6TBE_P,267.2,18,4.3,29.1,0.3,2,-2.458,-5.711,-6.71,-0.317,2.91E+01,1,1,-3.05E+00,ExpressPick,2.67E+02
chembridge-fragment-library-part1-exp-2024-06,25154,1,O=C(NC(C)C)c1ccc(N2CCOCC2)cc1,6TBE_P,248.3,18,1.7,41.6,2.5,3,-2.458,-3.862,-5.146,-0.215,4.16E+01,2,1,-2.48E+00,ExpressPick,2.48E+02
chembridge-fragment-library-part2-cl-2024-06,2624,1,O=C1CN(CCN1C2CCCC2)C(=O)[C@H]3C=CCN3,6TBE_P,263.3,19,0,52.7,2.4,3,-2.457,-6.054,-6.624,-0.319,5.27E+01,3,1,-1.76E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,5460,1,C=CC1CCNCC1,6TBE_P,111.2,8,1,12,2,1,-2.456,-4.399,-4.675,-0.55,1.20E+01,1,1,-3.55E-01,ExpressPick,1.11E+02
chembridge-fragment-library-part1-exp-2024-06,9502,1,O=C(N1CCCC1)c2cc(OC)cc(OC)c2,6TBE_P,235.3,17,1.9,38.8,2,4,-2.456,-5.348,-5.92,-0.315,3.88E+01,3,0,-2.17E+00,ExpressPick,2.35E+02
chembridge-fragment-library-part1-exp-2024-06,18462,1,O=C(Oc1ccc(C(=O)CC)cc1)N(C)C,6TBE_P,221.3,16,2.3,46.6,2.3,5,-2.456,-4.496,-5.035,-0.281,4.66E+01,3,0,-2.26E+00,ExpressPick,2.21E+02
chembridge-fragment-library-part1-exp-2024-06,3872,1,O=C(N(C)C)CCc1ccc(N)cc1,6TBE_P,192.3,14,1.3,46.3,3.3,4,-2.455,-4.196,-4.9,-0.3,4.63E+01,1,1,-1.97E+00,ExpressPick,1.92E+02
chembridge-fragment-library-part1-exp-2024-06,11476,1,C/C=C(/CN1CCOCC1)C,6TBE_P,155.2,11,1.2,12.5,3,2,-2.455,-4.37,-4.481,-0.397,1.25E+01,2,0,-9.32E-01,ExpressPick,1.55E+02
chembridge-fragment-library-part1-exp-2024-06,5264,1,O=C1[C@H]2CNC[C@@H](N1C)CCC2,6TBE_P,168.2,12,0.2,32.3,2.7,0,-2.454,-4.201,-4.56,-0.35,3.23E+01,2,1,-1.92E+00,ExpressPick,1.68E+02
chembridge-fragment-library-part1-exp-2024-06,6020,1,CN(CC[C@H]1CNCCC1)C,6TBE_P,156.3,11,0.9,15.3,4,3,-2.454,-5.058,-5.307,-0.46,1.53E+01,2,1,2.00E-03,ExpressPick,1.56E+02
chembridge-fragment-library-part1-exp-2024-06,3318,1,CCC[C@@H]1C=CCN1,6TBE_P,111.2,8,1.2,12,2,2,-2.453,-4.125,-4.447,-0.516,1.20E+01,1,1,-4.31E-01,ExpressPick,1.11E+02
chembridge-fragment-library-part1-exp-2024-06,3928,1,O=C(N(C)C)c1ccc(N)c(c1)C,6TBE_P,178.2,13,1.3,46.3,0.5,2,-2.453,-4.333,-4.991,-0.333,4.63E+01,1,1,-2.10E+00,ExpressPick,1.78E+02
chembridge-fragment-library-part1-exp-2024-06,20086,1,O=C(NCC=C)[C@]12C[C@@H]3CC[C@]1([C@@]3(CO2)C)C,6TBE_P,235.3,17,1.7,38.3,4.1,3,-2.453,-5.172,-5.556,-0.304,3.83E+01,2,1,-2.36E+00,ExpressPick,2.35E+02
chembridge-fragment-library-part1-exp-2024-06,22392,1,O=C(NC1CCN(CC1)CCC)CC#N,6TBE_P,209.3,15,0.9,56.1,5,4,-2.453,-5.564,-5.934,-0.371,5.61E+01,3,1,-2.04E+00,ExpressPick,2.09E+02
chembridge-fragment-library-part1-exp-2024-06,2288,1,CCC1(CCNCC1)C,6TBE_P,127.2,9,1.8,12,2,1,-2.452,-4.346,-4.628,-0.483,1.20E+01,1,1,-1.26E+00,ExpressPick,1.27E+02
chembridge-fragment-library-part2-cl-2024-06,4332,1,O=C(N(Cc1c(cccn1)C)C)C2=CC(=O)C=C(O2)C,6TBE_P,272.3,20,1.6,59.5,2.5,4,-2.452,-4.708,-5.758,-0.235,6.34E+01,4,0,-1.16E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,3342,1,CNCc1ccn(n1)CC,6TBE_P,139.2,10,0.6,29.8,3,3,-2.451,-4.028,-4.472,-0.403,2.99E+01,2,1,6.59E-01,ExpressPick,1.39E+02
chembridge-fragment-library-part2-cl-2024-06,6805,1,O=C(N1CC(N2CCOCC2)C1)COCC,6TBE_P,228.3,16,-0.4,42,4.2,5,-2.45,-5.397,-6.022,-0.337,4.20E+01,4,0,-1.55E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,28530,1,O=C(N(C)C)c1ccc(N(C)C)c(N)c1,6TBE_P,207.3,15,1,49.6,0.8,3,-2.449,-4.547,-5.221,-0.303,4.96E+01,1,1,-2.15E+00,ExpressPick,2.07E+02
chembridge-fragment-library-part2-cl-2024-06,3874,1,O=C(N1CC=CC1)CCC=2CCC(=O)NN2,6TBE_P,221.3,16,0.3,61.8,3.4,4,-2.447,-4.781,-5.356,-0.299,6.18E+01,3,1,-7.24E-01,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,1748,1,O=C1CCCCN1CCNC,6TBE_P,156.2,11,0.2,32.3,3.6,3,-2.446,-4.413,-4.826,-0.401,3.23E+01,2,1,-1.54E+00,ExpressPick,1.56E+02
chembridge-fragment-library-part1-exp-2024-06,2932,1,O=C(N1CCC(N)CC1)c2ccco2,6TBE_P,194.2,14,0.3,59.5,2.5,3,-2.446,-4.64,-5.489,-0.331,5.95E+01,3,1,7.11E-01,ExpressPick,1.94E+02
chembridge-fragment-library-part1-exp-2024-06,9022,1,Brc1ccc(N/C(=C(/C(=O)N)C#N)C)cc1,6TBE_P,280.1,16,2.2,78.9,0.8,3,-2.445,-6.055,-6.55,-0.378,7.89E+01,2,2,-2.93E+00,ExpressPick,2.80E+02
chembridge-fragment-library-part1-exp-2024-06,19254,1,O=C(N(C1CC(NC(C1)(C)C)(C)C)C)C,6TBE_P,212.3,15,1.8,32.3,2.2,2,-2.445,-5.049,-5.39,-0.337,3.23E+01,2,1,-1.68E+00,ExpressPick,2.12E+02
chembridge-fragment-library-part1-exp-2024-06,2664,1,O=C(N1CCC(=O)CC1)C2CCC2,6TBE_P,181.2,13,1,37.4,1.9,2,-2.444,-4.593,-4.869,-0.353,3.74E+01,2,0,-2.36E+00,ExpressPick,1.81E+02
chembridge-fragment-library-part1-exp-2024-06,27100,1,O=C(Nc1ccccc1)C2CCN(C(=O)C(C)(C)C)CC2,6TBE_P,288.4,21,2.9,49.4,2.5,4,-2.444,-5.206,-6.266,-0.248,4.94E+01,2,1,-2.21E+00,ExpressPick,2.88E+02
chembridge-fragment-library-part2-cl-2024-06,1302,1,O=C(N1CCC(n2ccnc2-c3ncc[nH]3)CC1)CC,6TBE_P,273.3,20,1.8,66.8,2.3,4,-2.444,-3.698,-4.615,-0.185,6.68E+01,3,1,-2.13E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,14136,1,O=C(N1CCN(Cc2ccncc2)CC1)CC(C)C,6TBE_P,261.4,19,1.8,36.4,5.2,5,-2.443,-5.521,-6.216,-0.291,3.64E+01,3,0,-1.03E+00,ExpressPick,2.61E+02
chembridge-fragment-library-part1-exp-2024-06,25962,1,O=C(NC1CCN(CC1)CC)CC(C)(C)C,6TBE_P,226.4,16,2,32.3,4,4,-2.443,-5.096,-5.571,-0.319,3.23E+01,2,1,-2.02E+00,ExpressPick,2.26E+02
chembridge-fragment-library-part1-exp-2024-06,3786,1,O=C(N1CCC(N)CC1)NC2CCCCC2,6TBE_P,225.3,16,1.5,58.4,4.4,4,-2.441,-4.871,-5.613,-0.304,5.84E+01,2,2,-1.55E+00,ExpressPick,2.25E+02
chembridge-fragment-library-part2-cl-2024-06,1204,1,O=C(N1CC=C[C@@H]1CCCC)c2ccc3cn[nH]c3n2,6TBE_P,270.3,20,2.4,61.9,3.5,5,-2.441,-4.76,-5.739,-0.238,6.19E+01,3,1,-2.39E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,4664,1,O=C(OC(C)(C)C)N1CCO[C@H](CCN)C1,6TBE_P,230.3,16,1,64.8,4.5,6,-2.44,-4.786,-5.55,-0.299,6.48E+01,4,1,-9.26E-01,ExpressPick,2.30E+02
chembridge-fragment-library-part1-exp-2024-06,21732,1,Clc1cc(cc(OCC)c1OC)CNC,6TBE_P,229.7,15,2.5,30.5,4,5,-2.44,-5.338,-5.928,-0.356,3.05E+01,3,1,-5.09E-01,ExpressPick,2.30E+02
chembridge-fragment-library-part1-exp-2024-06,1278,1,CCNCc1c(nn(c1C)CC)C,6TBE_P,181.3,13,1.6,29.9,4,4,-2.439,-4.869,-5.242,-0.375,2.99E+01,2,1,-8.39E-01,ExpressPick,1.81E+02
chembridge-fragment-library-part1-exp-2024-06,1292,1,O=C1C[C@@H](CNC)CN1C(C)(C)C,6TBE_P,184.3,13,0.9,32.3,2.3,3,-2.439,-4.841,-5.187,-0.372,3.23E+01,2,1,-5.89E-01,ExpressPick,1.84E+02
chembridge-fragment-library-part1-exp-2024-06,3862,1,O=C(N(c1cccc(N)c1)C)C,6TBE_P,164.2,12,1.3,46.3,0.5,2,-2.439,-3.579,-4.578,-0.298,4.63E+01,1,1,-1.61E+00,ExpressPick,1.64E+02
chembridge-fragment-library-part1-exp-2024-06,12032,1,Brc1cc(OC)c(OC)cc1CNCC,6TBE_P,274.2,15,2.6,30.5,4,5,-2.438,-5.292,-5.689,-0.353,3.05E+01,3,1,-2.43E+00,ExpressPick,2.74E+02
chembridge-fragment-library-part1-exp-2024-06,25666,1,O=C(NCC(C)C)c1cc(on1)C,6TBE_P,182.2,13,0.8,55.1,2.3,3,-2.438,-4.035,-4.54,-0.31,5.51E+01,3,1,-1.70E+00,ExpressPick,1.82E+02
chembridge-fragment-library-part1-exp-2024-06,2252,1,CNCCCn1cccn1,6TBE_P,139.2,10,0.5,29.8,4,4,-2.437,-3.829,-4.408,-0.383,2.99E+01,2,1,-2.04E+00,ExpressPick,1.39E+02
chembridge-fragment-library-part1-exp-2024-06,3224,1,Nc1nc(nc(N(C)C)n1)C2CC2,6TBE_P,179.2,13,0.4,67.9,0.3,2,-2.437,-4.377,-4.975,-0.337,6.79E+01,3,1,4.60E-02,ExpressPick,1.79E+02
chembridge-fragment-library-part1-exp-2024-06,14184,1,N(C1CCCCC1)C2CCCC2,6TBE_P,167.3,12,2.9,12,3.5,2,-2.437,-5.107,-5.382,-0.426,1.20E+01,1,1,-1.96E+00,ExpressPick,1.67E+02
chembridge-fragment-library-part1-exp-2024-06,1274,1,CCn1c(c(CNC(C)C)c(n1)C)C,6TBE_P,195.3,14,2,29.8,4,4,-2.436,-5.046,-5.393,-0.36,2.99E+01,2,1,7.50E-01,ExpressPick,1.95E+02
chembridge-fragment-library-part1-exp-2024-06,3134,1,O=C(NCC)c1ccc(N)c(c1)C,6TBE_P,178.2,13,1.3,55.1,1.3,2,-2.436,-4.852,-5.284,-0.373,5.51E+01,1,2,-1.02E+00,ExpressPick,1.78E+02
chembridge-fragment-library-part1-exp-2024-06,27598,1,O=C(N1CCN(CC1)c2nc(cc(N3CCCC3)n2)C)C,6TBE_P,289.4,21,1.1,52.6,2.2,3,-2.436,-5.296,-6.018,-0.252,5.26E+01,3,0,-1.70E+00,ExpressPick,2.89E+02
chembridge-fragment-library-part1-exp-2024-06,12142,1,CCNCc1cccc(OC)c1OC,6TBE_P,195.3,14,1.8,30.5,4,5,-2.435,-4.966,-5.484,-0.355,3.05E+01,3,1,-1.06E+00,ExpressPick,1.95E+02
chembridge-fragment-library-part1-exp-2024-06,12782,1,O=C(NC(C)C)c1cc(OC)cc(OC)c1,6TBE_P,223.3,16,1.8,47.6,2.3,4,-2.435,-4.105,-4.735,-0.257,4.76E+01,3,1,-2.46E+00,ExpressPick,2.23E+02
chembridge-fragment-library-part1-exp-2024-06,19194,1,O=C(ON1C(CC(NC(=O)C)CC1(C)C)(C)C)C,6TBE_P,256.3,18,1.6,58.6,3,2,-2.435,-5.336,-5.7,-0.296,5.86E+01,3,1,-1.39E+00,ExpressPick,2.56E+02
chembridge-fragment-library-part1-exp-2024-06,19964,1,O=S(=O)(CC(=O)N1CCCCCC1)c2ccccc2,6TBE_P,281.4,19,1.9,54.4,5.3,4,-2.435,-5.03,-5.653,-0.265,5.45E+01,3,0,-2.49E+00,ExpressPick,2.81E+02
chembridge-fragment-library-part1-exp-2024-06,1596,1,CCNCc1noc(n1)C,6TBE_P,141.2,10,-0.1,51,3,3,-2.431,-3.86,-4.143,-0.386,5.10E+01,4,1,1.47E-01,ExpressPick,1.41E+02
chembridge-fragment-library-part1-exp-2024-06,24716,1,O=C(N)[C@@H](Oc1ccccc1OC)CC,6TBE_P,209.2,15,1.3,61.5,4,5,-2.43,-4.628,-5.31,-0.309,6.16E+01,3,1,-1.62E+00,ExpressPick,2.09E+02
chembridge-fragment-library-part1-exp-2024-06,25098,1,CC(NCc1cccc(OC)c1)(C)C,6TBE_P,193.3,14,2.6,21.3,2.5,4,-2.43,-5.017,-5.428,-0.358,2.13E+01,2,1,-2.15E+00,ExpressPick,1.93E+02
chembridge-fragment-library-part2-cl-2024-06,3952,1,O=C(N(C)C)[C@H]1CC[C@@H]2[C@@H](N(CCO2)c3ncccn3)C1,6TBE_P,290.4,21,0.9,58.6,3.3,3,-2.43,-5.918,-6.18,-0.282,5.86E+01,4,0,-1.86E+00,1213,CORE
chembridge-fragment-library-part1-exp-2024-06,26032,1,O=C(N(c1ccc(NC(=O)c2ccc(o2)C)cc1)C)C,6TBE_P,272.3,20,2.2,62.5,1,4,-2.429,-4.096,-5.111,-0.205,6.26E+01,3,1,-2.29E+00,ExpressPick,2.72E+02
chembridge-fragment-library-part1-exp-2024-06,1550,1,NCC1(N(C)C)CCCCC1,6TBE_P,156.3,11,1.2,29.3,4,3,-2.428,-5.018,-5.511,-0.456,2.93E+01,2,1,-4.36E-01,ExpressPick,1.56E+02
chembridge-fragment-library-part1-exp-2024-06,24908,1,CC(c1ccc(OCCNC)cc1)C,6TBE_P,193.3,14,2.4,21.3,4.5,5,-2.428,-5.304,-5.699,-0.379,2.13E+01,2,1,-2.18E+00,ExpressPick,1.93E+02
chembridge-fragment-library-part1-exp-2024-06,25052,1,CC(NCc1ccco1)(C)C,6TBE_P,153.2,11,1.6,25.2,2,3,-2.428,-4.18,-4.707,-0.38,2.52E+01,2,1,-1.25E+00,ExpressPick,1.53E+02
chembridge-fragment-library-part2-cl-2024-06,2728,1,O=C(N[C@@H]1CC=CC[C@H]1C(=O)N)c2c(C)cco2,6TBE_P,248.3,18,0.4,85.3,2.7,3,-2.427,-5.607,-6.462,-0.312,8.53E+01,3,2,-1.36E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,1518,1,CCCc1noc(n1)CNC,6TBE_P,155.2,11,0.2,51,4,4,-2.426,-4.114,-4.431,-0.374,5.10E+01,4,1,-8.19E-01,ExpressPick,1.55E+02
chembridge-fragment-library-part1-exp-2024-06,20396,1,Fc1c(F)c(F)c(F)c(c1F)C(OC(C)C)=O,6TBE_P,254.2,17,4.3,26.3,1.3,2,-2.426,-6.968,-7.617,-0.41,2.63E+01,2,0,-4.25E+00,ExpressPick,2.54E+02
chembridge-fragment-library-part1-exp-2024-06,23384,1,O=C1c2c(nc(n2CC(C)=C)NCC)N(C)C(=O)N1,6TBE_P,263.3,19,1.1,79.3,3.3,4,-2.425,-4.732,-5.275,-0.249,8.47E+01,3,2,-2.48E+00,ExpressPick,2.63E+02
chembridge-fragment-library-part1-exp-2024-06,25134,1,Clc1ccc(N2CCN(CC2)C(=O)CCC)c(N)c1,6TBE_P,281.8,19,2.4,49.6,3.5,4,-2.425,-6.197,-6.698,-0.326,4.96E+01,1,1,-2.11E+00,ExpressPick,2.82E+02
chembridge-fragment-library-part1-exp-2024-06,15922,1,O=C(Nc1ccccc1OC(=O)N(C)C)N(C)C,6TBE_P,251.3,18,1.8,61.9,1.8,6,-2.424,-4.547,-5.171,-0.253,6.19E+01,3,1,-1.41E+00,ExpressPick,2.51E+02
chembridge-fragment-library-part1-exp-2024-06,21456,1,Brc1cc(cc(OC)c1OCC#C)C#N,6TBE_P,266.1,15,2.5,42.3,2,3,-2.424,-4.817,-5.556,-0.321,4.23E+01,3,0,-3.80E+00,ExpressPick,2.66E+02
chembridge-fragment-library-part2-cl-2024-06,6080,1,O=C(N1CCc2nc(C(=O)NC(C)C)cn2CC1)C,6TBE_P,264.3,19,0.4,67.2,3,3,-2.424,-4.606,-5.45,-0.242,6.72E+01,3,1,-2.12E+00,1214,CORE
chembridge-fragment-library-part1-exp-2024-06,5272,1,COC1[C@H]2CC[C@@H]1CNC2,6TBE_P,141.2,10,0.6,21.3,2.1,1,-2.423,-4.093,-4.383,-0.409,2.13E+01,2,1,3.15E-01,ExpressPick,1.41E+02
chembridge-fragment-library-part1-exp-2024-06,8006,1,O=C(N1CC2(CN(CC(C2=O)(C1)C)C(=O)C)C)C,6TBE_P,252.3,18,0.3,57.7,1.8,2,-2.423,-4.7,-5.18,-0.261,5.77E+01,3,0,-1.75E+00,ExpressPick,2.52E+02
chembridge-fragment-library-part1-exp-2024-06,13046,1,O=C(NC1CC1)c2cc(OC)cc(OC)c2,6TBE_P,221.3,16,1.6,47.6,2.3,4,-2.423,-4.072,-4.702,-0.255,4.76E+01,3,1,-2.04E+00,ExpressPick,2.21E+02
chembridge-fragment-library-part1-exp-2024-06,23222,1,CCCn1c(NCc2cccn2C)nnn1,6TBE_P,220.3,16,1,60.6,4.3,5,-2.423,-4.062,-4.559,-0.254,6.06E+01,3,1,-2.29E+00,ExpressPick,2.20E+02
chembridge-fragment-library-part2-cl-2024-06,2412,1,O=C(N1CCCC1)Cn2ccnc2-c3ncc[nH]3,6TBE_P,245.3,18,0.9,66.8,2.8,4,-2.423,-4.715,-5.307,-0.262,6.68E+01,3,1,-1.55E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,2600,1,NCC1(Cn2ccnc2CC)CC1,6TBE_P,179.3,13,1.2,43.8,5,5,-2.422,-4.993,-5.663,-0.384,4.38E+01,2,1,-1.71E-01,ExpressPick,1.79E+02
chembridge-fragment-library-part1-exp-2024-06,6514,1,CC(NCc1ccc(OC)cc1)(C)C,6TBE_P,193.3,14,2.6,21.3,2.5,4,-2.422,-4.953,-5.339,-0.354,2.13E+01,2,1,-1.44E+00,ExpressPick,1.93E+02
chembridge-fragment-library-part1-exp-2024-06,11524,1,COCCN[C@@H]1C[C@H]2CC[C@@H]1C2,6TBE_P,169.3,12,1.4,21.3,4.8,4,-2.422,-4.773,-5.046,-0.398,2.13E+01,2,1,-6.32E-01,ExpressPick,1.69E+02
chembridge-fragment-library-part1-exp-2024-06,20422,1,O=C(N1CCN(CC1)c2ccc(N)cc2)CCC,6TBE_P,247.3,18,1.7,49.6,3.5,4,-2.422,-5.578,-6.414,-0.31,4.96E+01,1,1,-2.11E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part1-exp-2024-06,21130,1,O=C(Nc1ccccc1OC)CN(C)C,6TBE_P,208.3,15,1.2,41.6,2.8,4,-2.422,-3.804,-4.641,-0.254,4.16E+01,3,1,-1.30E+00,ExpressPick,2.08E+02
chembridge-fragment-library-part1-exp-2024-06,26972,1,N#CCNC12CC3CC(C1)CC(C2)C3,6TBE_P,190.3,14,2.1,35.8,3.9,2,-2.421,-5.184,-5.561,-0.37,3.58E+01,2,1,-1.23E+00,ExpressPick,1.90E+02
chembridge-fragment-library-part2-cl-2024-06,3614,1,O=C1C[C@H]2[C@@H](N1CCC)CCN2C(=O)c3c(nn(c3)C)C,6TBE_P,290.4,21,1,58.4,3.2,4,-2.421,-5.408,-5.972,-0.258,5.84E+01,3,0,-2.44E+00,1201,CORE
chembridge-fragment-library-part2-cl-2024-06,6299,1,O=C(NC1(CCCC1)COC)c2c(nc([nH]2)N)C,6TBE_P,252.3,18,1,93,3.8,4,-2.421,-5.131,-5.825,-0.285,9.30E+01,3,3,-2.05E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,5686,1,N#CC[C@@H]1CNCCC1,6TBE_P,124.2,9,0.9,35.8,2,1,-2.42,-4.191,-4.521,-0.466,3.58E+01,2,1,6.43E-01,ExpressPick,1.24E+02
chembridge-fragment-library-part1-exp-2024-06,15784,1,Brc1cc(cc(OC)c1OCC)C=O,6TBE_P,259.1,14,2.7,35.5,2.3,4,-2.42,-5.354,-5.631,-0.382,3.55E+01,3,0,-3.32E+00,ExpressPick,2.59E+02
chembridge-fragment-library-part1-exp-2024-06,23826,1,CC(NCc1cccc(OC)c1OC)(C)C,6TBE_P,223.3,16,2.6,30.5,3,5,-2.42,-4.608,-5.243,-0.288,3.05E+01,3,1,-1.88E+00,ExpressPick,2.23E+02
chembridge-fragment-library-part1-exp-2024-06,11974,1,Brc1ccc(o1)C(=O)N2[C@H](CCC[C@@H]2C)C,6TBE_P,286.2,16,2.9,33.5,1.5,2,-2.419,-5.397,-5.496,-0.337,3.35E+01,2,0,-3.81E+00,ExpressPick,2.86E+02
chembridge-fragment-library-part1-exp-2024-06,19770,1,Brc1ccc(OCC)c(C(=O)N2CCOCC2)c1,6TBE_P,314.2,18,2.4,38.8,3,4,-2.419,-5.712,-6.02,-0.317,3.88E+01,3,0,-3.03E+00,ExpressPick,3.14E+02
chembridge-fragment-library-part1-exp-2024-06,28210,1,O=C(NCC(C)C)c1coc(n1)C,6TBE_P,182.2,13,0.8,55.1,2.3,3,-2.419,-4.093,-4.457,-0.315,5.51E+01,3,1,-1.69E+00,ExpressPick,1.82E+02
chembridge-fragment-library-part1-exp-2024-06,2528,1,O=C(C1CCNCC1)CCC,6TBE_P,155.2,11,1.4,29.1,4,3,-2.418,-4.668,-5.119,-0.424,2.91E+01,2,1,2.79E-01,ExpressPick,1.55E+02
chembridge-fragment-library-part1-exp-2024-06,6138,1,Cc1c(CCNC)c([nH]n1)C,6TBE_P,153.2,11,0.8,40.7,3,3,-2.418,-4.391,-4.851,-0.399,4.07E+01,2,2,8.56E-01,ExpressPick,1.53E+02
chembridge-fragment-library-part1-exp-2024-06,21214,1,O=C(Nc1ccc(OC)cc1)CN(C)C,6TBE_P,208.3,15,1.2,41.6,2.8,4,-2.418,-4.498,-4.867,-0.3,4.16E+01,3,1,-1.81E+00,ExpressPick,2.08E+02
chembridge-fragment-library-part2-cl-2024-06,8076,1,O=C(NCCn1cc(nn1)C)C2(COC2)C,6TBE_P,224.3,16,-0.3,69,4,4,-2.418,-4.545,-5.064,-0.284,6.90E+01,4,1,-1.33E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,6062,1,O=C(OC(C)(C)C)N1[C@H]2C([C@@H]([C@@H]1CC2)CN)=C,6TBE_P,238.3,17,1.8,55.6,3.3,5,-2.416,-4.857,-5.647,-0.286,5.56E+01,3,1,-1.11E+00,ExpressPick,2.38E+02
chembridge-fragment-library-part1-exp-2024-06,10440,1,CN(C1CCN(CC1)C)CC2CCCCC2,6TBE_P,224.4,16,2.6,6.5,4.9,3,-2.416,-5.639,-5.734,-0.352,6.48E+00,2,0,-2.17E+00,ExpressPick,2.24E+02
chembridge-fragment-library-part1-exp-2024-06,10852,1,CCN1CCC(N[C@H](COC)C)CC1,6TBE_P,200.3,14,1.1,24.5,6,5,-2.416,-5.312,-5.634,-0.379,2.45E+01,3,1,-1.16E-01,ExpressPick,2.00E+02
chembridge-fragment-library-part1-exp-2024-06,19582,1,O=C1[C@]2(CC[C@@](O1)(C2(C)C)C(=O)NCC=C)C,6TBE_P,237.3,17,1.3,55.4,3.6,3,-2.415,-5.147,-5.571,-0.303,5.54E+01,3,1,-1.51E+00,ExpressPick,2.37E+02
chembridge-fragment-library-part1-exp-2024-06,26890,1,O=C(N1CCC(CC1)C(=O)Nc2cnccc2)C(C)(C)C,6TBE_P,289.4,21,2.3,62.3,2.5,4,-2.415,-5.433,-6.306,-0.259,6.23E+01,3,1,-1.64E+00,ExpressPick,2.89E+02
chembridge-fragment-library-part2-cl-2024-06,4838,1,O=C(N1CCCC1)Cn2ccnc2-c3ccccc3,6TBE_P,255.3,19,2.2,38.1,2.8,4,-2.415,-4.746,-5.598,-0.25,3.81E+01,2,0,-2.42E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,22070,1,O=C(OCC)NC1CCN(CC1)CC,6TBE_P,200.3,14,1.2,41.6,4.5,5,-2.413,-5.006,-5.352,-0.358,4.16E+01,3,1,-3.27E-01,ExpressPick,2.00E+02
chembridge-fragment-library-part2-cl-2024-06,5096,1,Cn1ccnc1-c2nccn2C3(C4CC4)CC3,6TBE_P,228.3,17,2.2,35.6,0.1,3,-2.413,-4.491,-4.796,-0.264,3.56E+01,2,0,-2.55E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,5432,1,O=C(OCC)[C@]12COCC[C@@H]2CNC1,6TBE_P,199.2,14,0.2,47.6,3.3,2,-2.411,-4.774,-5.117,-0.341,4.76E+01,4,1,-2.19E-01,ExpressPick,1.99E+02
